left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
fhd,0.7779271007,0.8052018881,0.9016147852,0.8216141462,0.8211704493,0.8057052493,0.8494445086,0.6271765232,0.7544429898,0.8559477329,0.8541773558,0.8951160908,0.8377479911,0.7033135891,0.8520591259,0.792126596,0.7995782495,0.854683876,0.7882750034,0.7791092396
fhh,0.8534646034,0.8958753943,0.8275798559,0.8384463787,0.8195089102,0.7596889734,0.7547172308,0.7406913042,0.7181664109,0.7729305029,0.7776951194,0.9059519768,0.820631206,0.8750520945,0.8011167049,0.9134627581,0.8200188279,0.7726482153,0.8971343637,0.8706412315
fhw,0.8089577556,0.8065677285,0.7967994213,0.782096982,0.8705134392,0.767717123,0.7955585718,0.7363690734,0.8373323679,0.8643172383,0.5714235902,0.8492204547,0.6992555857,0.8153123856,0.8610383868,0.7735414505,0.8886787891,0.7888085842,0.8520383835,0.814927578
fhz,0.8852946162,0.8100979328,0.8321814537,0.747238338,0.8361309171,0.87824893,0.6868723631,0.8258868456,0.7520467043,0.8388837576,0.8067954779,0.8946610689,0.6652041674,0.8939590454,0.7511665821,0.7623081207,0.7430231571,0.8548884392,0.8319987059,0.7014738917
fig,0.7585330606,0.7949320078,0.8824057579,0.8340070248,0.8902503252,0.7595120072,0.7124589682,0.6659153104,0.7695614696,0.8195030689,0.7001209855,0.8221054673,0.6728050113,0.6563844085,0.8446549177,0.7396459579,0.8516658545,0.8021687269,0.7749137878,0.6518143415
fij,0.7834885716,0.7532289028,0.8330975771,0.7881978154,0.730871439,0.8176150322,0.921079874,0.7657510042,0.8283355236,0.8145177364,0.7694530487,0.7783920765,0.7488104105,0.7647393942,0.7417641282,0.8305484056,0.8040362,0.6599135399,0.8577547669,0.6757934093
fjh,0.7239559293,0.7224203348,0.7555382252,0.7922719121,0.7621843815,0.8151071072,0.8106342554,0.8151699305,0.8446353674,0.8275072575,0.8075741529,0.8570122123,0.8498934507,0.8076114058,0.823875308,0.7395625114,0.7740286589,0.7827454805,0.8035953045,0.7732049227
fjk,0.7806833982,0.7664774656,0.7907625437,0.7754520178,0.7482809424,0.8997416496,0.9338763952,0.7916785479,0.8230167627,0.8078878522,0.7711789608,0.7811478376,0.8547395468,0.8295534849,0.7293037176,0.8888078928,0.834934473,0.8119045496,0.7714905739,0.8320748806
fjn,0.7931550741,0.8384542465,0.7572441101,0.8124929667,0.8348881602,0.6568892598,0.7851976156,0.7673188448,0.8405511975,0.826163888,0.7947112322,0.8450126648,0.729575932,0.8142248988,0.7871358395,0.7568306923,0.7493860126,0.8197097778,0.7206934094,0.7205781937
fjz,0.8422472477,0.8985236883,0.883241415,0.8869104981,0.8606910706,0.8208022118,0.8572793007,0.9095484018,0.7760905027,0.7254071236,0.7334344983,0.7099260688,0.8491361141,0.7544591427,0.8421102166,0.8327175379,0.7568395138,0.7793253064,0.9004076123,0.8759286404
fkh,0.8399702907,0.8211240172,0.7586995363,0.853529036,0.8806779981,0.7597466707,0.7700791955,0.7572110891,0.7666699886,0.8633852005,0.8398447037,0.694863081,0.7352699637,0.7079116106,0.7528107166,0.7539554834,0.6945658922,0.804022789,0.7693482637,0.7293512225
fkl,0.8156311512,0.7221895456,0.8122189045,0.7662662268,0.6793596745,0.8327624798,0.858554244,0.7177513242,0.7734748125,0.6634864807,0.8186385632,0.7220510244,0.8378593922,0.7103948593,0.8259030581,0.7529956102,0.8014134169,0.8908624649,0.8580406904,0.8200823665
flj,0.7634103298,0.6836016178,0.6049274802,0.5199254751,0.6283797026,0.7989161015,0.882088542,0.6911857128,0.74746418,0.6959453225,0.5971125364,0.826362431,0.6638667583,0.6634218693,0.8312785625,0.7173620462,0.7024155855,0.8174715638,0.7223666906,0.8468704224
fmq,0.5999085903,0.8155996799,0.9448680878,0.69513762,0.7717696428,0.6497564912,0.7542872429,0.7052158117,0.6537495852,0.6937323809,0.6809015274,0.6960283518,0.7271919847,0.8289085627,0.6861073971,0.7307995558,0.8384362459,0.7494778633,0.7455939054,0.7396692634
fmr,0.7183498144,0.6992130876,0.8804605007,0.8743542433,0.8095265627,0.8207478523,0.8197149038,0.7582678199,0.8419333696,0.8142351508,0.7568899393,0.8633201122,0.7886030674,0.7999119163,0.7651846409,0.9207055569,0.7611792088,0.8275059462,0.7947260141,0.7737808228
fne,0.7887921333,0.8175212145,0.8840569258,0.8206152916,0.8456567526,0.7922142744,0.8585885763,0.8195011616,0.8450323343,0.8384248018,0.8841177821,0.8767614365,0.85987854,0.7278052568,0.8315787315,0.797919631,0.8080581427,0.8814820647,0.7860380411,0.8361090422
fnj,0.8374894857,0.7691892385,0.8016570807,0.7911093235,0.684232235,0.7360196114,0.7933925986,0.7818778753,0.7769037485,0.82399261,0.9248025417,0.7919231653,0.8573333025,0.7326890826,0.7990576029,0.760412693,0.7033454776,0.8269016743,0.7478269935,0.7487445474
fnw,0.7993243933,0.7795051932,0.7015191913,0.8851372004,0.7299592495,0.7956143022,0.8400107622,0.8531460762,0.8233547211,0.7758581638,0.8595861197,0.8434989452,0.8403078318,0.7703714371,0.8020896912,0.9023501873,0.8430272341,0.806652844,0.7671967149,0.8158162832
fob,0.712531209,0.7016974688,0.9309865236,0.6607823372,0.7290845513,0.8500995636,0.749292016,0.7770205736,0.8868111372,0.7863718271,0.7195239067,0.8396432996,0.7740253806,0.7376869321,0.5933149457,0.6865384579,0.8310583234,0.7381164432,0.7634478807,0.6958622932
foh,0.6899366379,0.8644263744,0.8697757125,0.8077639341,0.8606334925,0.7536920309,0.817989707,0.7480504513,0.8142702579,0.8231486082,0.8071523905,0.7787429094,0.8724708557,0.8002915978,0.8938364983,0.7737887502,0.6433312893,0.9176556468,0.870295167,0.8309849501
foi,0.7583863735,0.8248806,0.777587533,0.7612977028,0.7970077395,0.7709336281,0.6471754909,0.7730295658,0.8149708509,0.8176245689,0.7335195541,0.8082034588,0.8492871523,0.7932550907,0.8070290685,0.8040294051,0.9070445299,0.7462625504,0.9031143785,0.7912268639
fpa,0.7966297865,0.7802509069,0.8694299459,0.8135171533,0.8663293123,0.7887730598,0.687866509,0.7759622335,0.8274674416,0.8617039919,0.8690267801,0.8337155581,0.732635498,0.7878423929,0.7778856754,0.7948871851,0.6725059748,0.8105838895,0.7420525551,0.8240458369
fpi,0.831371963,0.7715118527,0.7290196419,0.8411754966,0.7643259764,0.865273118,0.8130249381,0.7931536436,0.8255565166,0.8387431502,0.8274079561,0.7977119088,0.6885477901,0.7784633636,0.7714074254,0.8026816845,0.7155239582,0.6967257261,0.9255657792,0.8535487652
fpo,0.7887433767,0.8047494888,0.9019672871,0.8315273523,0.9215923548,0.7913873196,0.7925644517,0.8616893888,0.7814570069,0.7736830115,0.7547534704,0.8130533695,0.8063354492,0.8830252886,0.8534052372,0.9031659365,0.793807745,0.8469339013,0.9019126296,0.8149425983
fps,0.81825912,0.7815166116,0.7208080292,0.6205726862,0.7731980085,0.6375254393,0.8029112816,0.7181203365,0.7642432451,0.6823457479,0.602296114,0.7254475355,0.8249968886,0.6902087927,0.7636926174,0.6393983364,0.7000342607,0.7928103805,0.7851091027,0.6827715039
fpv,0.8366858959,0.8620381355,0.8173778057,0.8269092441,0.8052999377,0.8345558643,0.8532440662,0.7642487288,0.9013011456,0.7695487142,0.8076122999,0.7775957584,0.8490504026,0.7153280377,0.7495283484,0.8511698246,0.8260595798,0.8737922311,0.8376843929,0.800855279
fqf,0.8601273298,0.7300010324,0.8213472366,0.6935865879,0.8928903341,0.7460795641,0.7795692682,0.8300670981,0.8396065235,0.86131078,0.8541358709,0.6675859094,0.8955492973,0.876086235,0.9060539007,0.8653429151,0.7948136926,0.8650655746,0.7190434337,0.8847565055
fqs,0.824329257,0.7899552584,0.7921462059,0.8009972572,0.7841221094,0.7756439447,0.7224522829,0.836356163,0.7899464369,0.8129063249,0.7461770773,0.7876136303,0.75344944,0.8165812492,0.8529922366,0.8336296678,0.847458303,0.8059005141,0.8349801302,0.8012565374
frc,0.7274101973,0.7330488563,0.8953915238,0.7197656631,0.8151968718,0.8431054354,0.7875597477,0.8522434235,0.8338329792,0.788782239,0.7597325444,0.7404356599,0.7704110146,0.7927704453,0.7978179455,0.7984734774,0.8668000698,0.8367145658,0.8135257363,0.7942346334
frg,0.7319101095,0.7609735727,0.8130588531,0.7527122498,0.5977950692,0.8323071599,0.7724509239,0.8632239103,0.6699296236,0.9036815166,0.7358375788,0.7049763799,0.6800408959,0.683789134,0.6956510544,0.6620166302,0.6843832135,0.8138783574,0.7833772898,0.7843672037
frm,0.7366148233,0.8627321124,0.9393604994,0.8509179354,0.8595909476,0.8551472425,0.8653872013,0.8319573402,0.855416894,0.725941956,0.7988158464,0.8230652809,0.6146739721,0.8161482215,0.924965024,0.6446797252,0.7556680441,0.7259960771,0.7889976501,0.913685739
fsd,0.762648344,0.8435833454,0.8598110676,0.7638360262,0.8410100937,0.8427728415,0.8224253058,0.7589956522,0.7717351913,0.8202946186,0.883825779,0.792919755,0.7672420144,0.8427405357,0.9086500406,0.838950038,0.804538846,0.8514760733,0.8364710212,0.7998827696
fsj,0.841553092,0.7444047928,0.7969723344,0.7942326665,0.7990747094,0.8514525294,0.8314762115,0.7997344136,0.7467416525,0.7100770473,0.8170411587,0.7017952204,0.8965646029,0.8917773366,0.7067692876,0.7099921107,0.9038715363,0.8068711162,0.8013359308,0.8614911437
fso,0.6672204733,0.8129589558,0.8655893803,0.9322420359,0.8651690483,0.7542380691,0.7510141134,0.6259827018,0.6578881145,0.7353054285,0.7408905029,0.8367193937,0.7034731507,0.8357666731,0.8307108879,0.7627105713,0.9498549104,0.8109691739,0.789891243,0.8763940334
fsv,0.7737088203,0.850194335,0.8752286434,0.8484469652,0.8073222637,0.8111377954,0.8090904951,0.7675115466,0.8083559275,0.7753823996,0.9183154106,0.8972159624,0.7723805904,0.7218078971,0.7704621553,0.673273325,0.6927918196,0.9279603958,0.7689913511,0.8521164656
fsx,0.668861866,0.765411973,0.7926257849,0.8481985331,0.8009489179,0.7995996475,0.6774612069,0.7356502414,0.7232198119,0.6430133581,0.7320295572,0.7347105145,0.8006492853,0.7884862423,0.7855275869,0.6841041446,0.8439747095,0.8296848536,0.5585063696,0.9037208557
fsz,0.9558595419,0.8128582835,0.6934177876,0.7912238836,0.863317132,0.7376620173,0.7563043833,0.7825368047,0.8802087307,0.7978625894,0.8639957309,0.8341060877,0.7718729973,0.9276689291,0.7331136465,0.8368637562,0.6936125755,0.7080280781,0.9145835042,0.8644077778
fta,0.7164949775,0.8635954857,0.8434718251,0.8572825193,0.8249524236,0.6695536375,0.649587512,0.8423124552,0.816285193,0.7474817634,0.7824361324,0.8477210402,0.8976839185,0.8205231428,0.7537105083,0.8928347826,0.8442322016,0.8576793671,0.8471807241,0.8168430924
ftk,0.8149769306,0.7845938206,0.9002152681,0.7652308941,0.644002378,0.6564259529,0.7327760458,0.7325714827,0.7583116293,0.6664878726,0.787096262,0.741299808,0.9041832685,0.6450227499,0.7413617373,0.619823575,0.7775888443,0.6915560961,0.8908122778,0.6786107421
fuf,0.7951111794,0.748555541,0.7225016356,0.8398836851,0.786877811,0.6777015924,0.9011545777,0.7790526748,0.8169369698,0.7447448969,0.8918250203,0.8296374679,0.8651046753,0.9324105978,0.7828983068,0.8288103938,0.7849889994,0.7704087496,0.7083857656,0.8333941698
fuz,0.72879529,0.7989803553,0.8524056673,0.8160523176,0.8011934161,0.8548493385,0.7776805162,0.809292376,0.8087493181,0.8731541634,0.7858961821,0.8485398889,0.8543438911,0.7556189299,0.8684163094,0.7016807199,0.8193485737,0.8433302641,0.8622676134,0.8533724546
fvl,0.8248382807,0.859634161,0.7610197663,0.7545725107,0.8641678095,0.7116023302,0.7744237185,0.8152447939,0.8129045963,0.8393480182,0.7560594082,0.8894160986,0.7995229959,0.850414753,0.7797942758,0.7435573339,0.8369965553,0.7485535145,0.7907583714,0.7766246796
fvo,0.7592567205,0.7826112509,0.817687571,0.7186535597,0.8285375834,0.7618016005,0.81985116,0.7274593115,0.8178263903,0.7034959793,0.7981081009,0.7466731071,0.810338974,0.8042074442,0.7736682296,0.7852550745,0.7832554579,0.7071913481,0.8643102646,0.7777335644
fvr,0.839158535,0.8723289371,0.7098727226,0.825856328,0.7416666746,0.8293075562,0.7661260962,0.8259400129,0.7324878573,0.7460178137,0.7903379202,0.8205523491,0.8716005087,0.8154168129,0.7683286667,0.81894207,0.7336658835,0.6200565696,0.7724153996,0.7870873213
fvu,0.7036505342,0.7406817079,0.8520191908,0.868848443,0.8103091717,0.7837592363,0.779422164,0.7801096439,0.830850184,0.8935194016,0.8889347315,0.868732214,0.8260171413,0.7976566553,0.8431861401,0.8494718075,0.8515580893,0.8642738461,0.8298883438,0.8877279758
fwc,0.921700716,0.7991373539,0.7256901264,0.7248670459,0.7659020424,0.8732753396,0.9447703958,0.8204301596,0.9098142385,0.8896299601,0.8356032372,0.7871388197,0.8034268022,0.7292302251,0.7849293947,0.7975666523,0.7352189422,0.8256576061,0.7950673103,0.8682175875
fwl,0.7807153463,0.7984598875,0.8090764284,0.8093774319,0.854006052,0.8249764442,0.7837764025,0.8120059371,0.7830622196,0.8829469681,0.7761725187,0.750803113,0.6484444141,0.85909307,0.754699111,0.8313325644,0.8334310651,0.8657332659,0.8242064118,0.7608523965
fxa,0.8689388037,0.8684405088,0.8529874086,0.8280816078,0.831152916,0.8032656908,0.8194621801,0.8411513567,0.7995067835,0.9090547562,0.8289196491,0.7487974167,0.8673218489,0.8716030717,0.84494555,0.8123511076,0.7985056043,0.8976559639,0.837020576,0.7738534212
fxp,0.7729321122,0.7823314667,0.8572201729,0.7052586079,0.8105736971,0.5545096397,0.841932416,0.8432819843,0.8521033525,0.7983857393,0.7729930878,0.8248737454,0.722399354,0.8559260368,0.7976592779,0.8852884769,0.869982481,0.8495361805,0.7400717735,0.8545255661
fya,0.7804055214,0.8420484066,0.8893014193,0.8318417072,0.8310773373,0.8656154275,0.7470876575,0.7926125526,0.8343397379,0.7791132331,0.7914147377,0.8911346197,0.8275755644,0.6957137585,0.7696766257,0.8049744964,0.8074786663,0.9066608548,0.8368028998,0.8911491036
fyi,0.7640349865,0.7314234376,0.8379334211,0.8414829969,0.6882092953,0.7875645161,0.8504005671,0.8241165876,0.7991836071,0.9154018164,0.7832296491,0.7425667048,0.832924664,0.7345742583,0.7939966917,0.6306949258,0.7326180935,0.8016009331,0.8100147247,0.8015658855
fyo,0.8580100536,0.7906625271,0.7946765423,0.8222643137,0.8619424105,0.7959475517,0.9019340277,0.6853562593,0.7308586836,0.7415269613,0.8791582584,0.8936061263,0.70360291,0.8479977846,0.7872949839,0.9186580181,0.7296144962,0.7853350639,0.6807451844,0.8491591215
fzp,0.8126174212,0.8253742456,0.6834554672,0.8078224659,0.8557462692,0.76666677,0.7668888569,0.7977610826,0.6943922043,0.7197966576,0.7602565885,0.7515017986,0.7972390652,0.6948522925,0.6843339801,0.6913146973,0.7387192249,0.7802077532,0.8271920681,0.8897508383
gas,0.7329010963,0.751196146,0.7244648933,0.8795816898,0.7469910979,0.7339265347,0.8229389787,0.7571431994,0.7871384621,0.8199077845,0.8434461355,0.8305065632,0.775618434,0.9035614729,0.8004932404,0.8183166981,0.710467577,0.7893442512,0.7651466131,0.7434563637
gay,0.8373469114,0.8391130567,0.7549448013,0.7910314202,0.80235219,0.782482028,0.8563570976,0.7424397469,0.7797349691,0.8340147138,0.7260862589,0.76509583,0.8323799372,0.904561162,0.8607717752,0.8367057443,0.7370414734,0.7849590778,0.7980387211,0.8206192255
gaz,0.7884203196,0.8304879665,0.7101051807,0.8139978647,0.7710877657,0.7650336027,0.7940450907,0.7043147087,0.7795206308,0.7499486208,0.6816958189,0.7384188771,0.7541477084,0.7558370829,0.6864919066,0.7144020796,0.7316241264,0.8024051189,0.6750307083,0.6688177586
gbm,0.7843599319,0.7322121859,0.7264057398,0.638518393,0.6994715929,0.5945680737,0.5472059846,0.6741139889,0.6108378172,0.6416534185,0.6315888166,0.6465453506,0.7819724083,0.7300612926,0.6239601374,0.5552545786,0.6254205108,0.7605279684,0.7062706947,0.6671386957
gbq,0.8185184002,0.8332303762,0.8481018543,0.850758791,0.7090342641,0.7898706198,0.8248147964,0.7425461411,0.798338294,0.8277708888,0.6630989313,0.8293808699,0.9171048403,0.8438950777,0.7090765834,0.7781195641,0.8247734308,0.8254663944,0.7668116093,0.8021041155
gco,0.8461688757,0.8045852184,0.8824316263,0.7553729415,0.8990818858,0.8407025337,0.7902790308,0.7900437117,0.8166930676,0.809394598,0.856305182,0.7772142291,0.7074243426,0.8196859956,0.9185363054,0.8544483185,0.8311325908,0.8648968935,0.8480721712,0.8917740583
gct,0.8089543581,0.9168770909,0.7228005528,0.875407815,0.7710946202,0.7182126641,0.9122085571,0.7563871145,0.7301269174,0.8596838713,0.8210892081,0.886887908,0.895041585,0.7734794617,0.8838014603,0.8178706169,0.7982859015,0.8119080663,0.7953493595,0.7866266966
gdt,0.8833942413,0.7977192998,0.7340478897,0.7155974507,0.746432066,0.7354604602,0.8297232389,0.7279043198,0.8275791407,0.9018446207,0.7356517315,0.6937991381,0.7005592585,0.7745178938,0.8466881514,0.9076780677,0.7395625114,0.8002185822,0.8677502871,0.8881821036
gdy,0.813835144,0.6694543362,0.8282182217,0.7087045908,0.7537887096,0.7543995976,0.7947218418,0.7289625406,0.7535998225,0.7031625509,0.7773677111,0.7649964094,0.7320929766,0.7815477848,0.6929306984,0.7151505947,0.6952080131,0.7971804738,0.6525261402,0.8549144864
gei,0.5611864328,0.7230030298,0.7181281447,0.6425398588,0.6516683698,0.6887025833,0.720620513,0.5824598074,0.6316002607,0.6236466765,0.6226012707,0.6648854017,0.784127593,0.631213069,0.6679209471,0.6890323162,0.6071468592,0.6395167112,0.6962047219,0.7345091701
gep,0.8062363863,0.8713424206,0.879540801,0.8820165396,0.8877755404,0.8736284971,0.8707168102,0.8266867399,0.6772488356,0.8193432093,0.8792635202,0.8811663389,0.8578499556,0.7939252257,0.8332914114,0.8438173532,0.8742266893,0.8228777647,0.7868586779,0.7512582541
geq,0.8751760125,0.9189174175,0.6972235441,0.8389256001,0.8977040052,0.6861088872,0.7400285006,0.9008398056,0.8453015685,0.7754139304,0.8522619009,0.8555836082,0.8105288744,0.8500334024,0.6613236666,0.7777507305,0.8117908239,0.7924705744,0.8117934465,0.8046172857
ggg,0.8581598997,0.8731319904,0.8296320438,0.8296416998,0.8158245087,0.8668560982,0.8138566017,0.8390090466,0.8547925949,0.7132571936,0.8236273527,0.83179456,0.8127933741,0.8343975544,0.7700046301,0.8540048599,0.7922599316,0.8041404486,0.8046838045,0.7994588614
ggl,0.7401012778,0.6314932108,0.8262114525,0.880833149,0.8017200828,0.7631715536,0.8436103463,0.8058806062,0.7583167553,0.8285756111,0.8592355251,0.7239629626,0.7285817266,0.7535729408,0.7767281532,0.7239453197,0.6784632206,0.9516201615,0.8364300728,0.8382561207
ghg,0.8130492568,0.7560101748,0.8484681249,0.6996620893,0.7984859943,0.7158041,0.7977899313,0.8260360956,0.8291175365,0.8369631767,0.7154085636,0.7968113422,0.8151758909,0.8728342056,0.7449667454,0.8184659481,0.8613086939,0.764264822,0.7735657692,0.8447298408
ghh,0.7075166702,0.7496842146,0.8542050123,0.6411113143,0.6428426504,0.8236935735,0.8118752241,0.7955899239,0.7606837749,0.7750359774,0.7261359692,0.8670229912,0.7371227741,0.8441958427,0.7292473316,0.8481792212,0.6488224268,0.7601927519,0.7260079384,0.755224824
gho,0.6818541288,0.8087192774,0.8543206453,0.8283265829,0.8750495911,0.8195022345,0.7764858007,0.7788367271,0.7991149426,0.7762005329,0.7150773406,0.8166056871,0.7305576801,0.6834688187,0.7221933603,0.7238301039,0.7424467802,0.6979444027,0.8184974194,0.7479780912
ghq,0.8902094364,0.7894673944,0.868947506,0.7980810404,0.8467831612,0.8529707193,0.8342863321,0.8231915832,0.8783330321,0.8760713935,0.8604576588,0.8448505402,0.8406684399,0.8151593208,0.8329422474,0.8124438524,0.821000576,0.788181901,0.9074730873,0.8791931868
ghw,0.7002862692,0.7968422174,0.7246382833,0.831512332,0.7205136418,0.8776086569,0.7402150631,0.8611397147,0.8157995939,0.6175035834,0.8674501181,0.6636435986,0.7479759455,0.7497956753,0.6899248958,0.624614954,0.8207732439,0.6900561452,0.8195565939,0.7901393175
gib,0.8374556303,0.826792717,0.8761998415,0.7992438078,0.828900218,0.8039901257,0.7682067752,0.8370853662,0.8461171389,0.8182789087,0.8480802774,0.7609195709,0.7985446453,0.8634188175,0.818428278,0.8129816055,0.7621459961,0.8806277514,0.7496647239,0.8537669182
gij,0.9177757502,0.806461513,0.7621092796,0.7631801963,0.7932486534,0.8267805576,0.7785454988,0.8443276882,0.8157354593,0.8070762157,0.8537683487,0.8196018934,0.8683217168,0.8623316884,0.8142912984,0.8117036223,0.8908035755,0.8564100266,0.8227198124,0.8298882246
